"","FECHA_ADMINISTRACION","GRUPO_ETARIO","GENERO","VACUNA","TIPO_EFECTOR","DOSIS_1","DOSIS_2","ID_CARGA","DOSIS_3"
"37",2021-02-12,"61 a 70","F","Sputnik","Privado",22,1,NA,0
"38",2021-02-12,"61 a 70","F","Sputnik","Público",16,0,NA,0
"39",2021-02-12,"61 a 70","F","Sputnik","Público nacional",2,0,NA,0
"40",2021-02-12,"61 a 70","M","Sputnik","Privado",27,0,NA,0
"41",2021-02-12,"61 a 70","M","Sputnik","Público",19,1,NA,0
"42",2021-02-12,"61 a 70","M","Sputnik","Público nacional",1,0,NA,0
"43",2021-02-12,"71 a 80","F","Sputnik","Privado",3,0,NA,0
"44",2021-02-12,"71 a 80","F","Sputnik","Público",5,0,NA,0
"45",2021-02-12,"71 a 80","M","Sputnik","Privado",8,0,NA,0
"46",2021-02-12,"71 a 80","M","Sputnik","Público",5,0,NA,0
"47",2021-02-12,"81 a 90","M","Sputnik","Privado",3,0,NA,0
"48",2021-02-13,"30 o menos","F","Sputnik","Público",2,6,NA,0
"49",2021-02-13,"31 a 40","F","Sputnik","Privado",2,0,NA,0
"50",2021-02-13,"31 a 40","F","Sputnik","Público",3,12,NA,0
"51",2021-02-13,"31 a 40","M","Sputnik","Privado",1,0,NA,0
"52",2021-02-13,"31 a 40","M","Sputnik","Público",3,7,NA,0
"53",2021-02-13,"41 a 50","F","Sputnik","Privado",1,0,NA,0
"54",2021-02-13,"41 a 50","F","Sputnik","Público",4,4,NA,0
"55",2021-02-13,"41 a 50","M","Sputnik","Público",3,3,NA,0
"56",2021-02-13,"51 a 60","F","Sputnik","Público",3,6,NA,0
"57",2021-02-13,"51 a 60","M","Sputnik","Privado",1,0,NA,0
"58",2021-02-13,"51 a 60","M","Sputnik","Público",3,4,NA,0
"59",2021-02-14,"30 o menos","F","Sputnik","Privado",0,7,NA,0
"60",2021-02-14,"30 o menos","M","Sputnik","Privado",0,2,NA,0
"61",2021-02-14,"31 a 40","F","Sputnik","Privado",0,6,NA,0
"62",2021-02-14,"31 a 40","F","Sputnik","Público",0,2,NA,0
"63",2021-02-14,"31 a 40","M","Sputnik","Privado",0,1,NA,0
"64",2021-02-22,"30 o menos","F","Sputnik","Privado",98,5,NA,0
"65",2021-02-22,"30 o menos","F","Sputnik","Público",293,7,NA,0
"66",2021-02-22,"30 o menos","F","Sputnik","Público nacional",33,4,NA,0
"67",2021-02-22,"30 o menos","M","AstraZeneca","Público",3,0,NA,0
"68",2021-02-22,"30 o menos","M","Sputnik","Privado",63,4,NA,0
"69",2021-02-22,"30 o menos","M","Sputnik","Público",108,3,NA,0
"70",2021-02-22,"30 o menos","M","Sputnik","Público nacional",13,1,NA,0
"71",2021-02-22,"31 a 40","F","AstraZeneca","Público",6,0,NA,0
"72",2021-02-22,"31 a 40","F","Sputnik","Privado",205,11,NA,0
"73",2021-02-22,"31 a 40","F","Sputnik","Público",569,15,NA,0
"74",2021-02-22,"31 a 40","F","Sputnik","Público nacional",56,3,NA,0
"75",2021-02-22,"31 a 40","M","AstraZeneca","Público",4,0,NA,0
"76",2021-02-22,"31 a 40","M","Sputnik","Privado",105,9,NA,0
"77",2021-02-22,"31 a 40","M","Sputnik","Público",206,12,NA,0
"78",2021-02-22,"31 a 40","M","Sputnik","Público nacional",17,1,NA,0
"79",2021-02-22,"41 a 50","F","AstraZeneca","Público",4,0,NA,0
"80",2021-02-22,"41 a 50","F","Sputnik","Privado",162,6,NA,0
"81",2021-02-22,"41 a 50","F","Sputnik","Público",462,13,NA,0
"82",2021-02-22,"41 a 50","F","Sputnik","Público nacional",48,6,NA,0
"83",2021-02-22,"41 a 50","M","AstraZeneca","Público",2,0,NA,0
"84",2021-02-22,"41 a 50","M","Sputnik","Privado",76,6,NA,0
"85",2021-02-22,"41 a 50","M","Sputnik","Público",155,8,NA,0
"86",2021-02-22,"41 a 50","M","Sputnik","Público nacional",21,2,NA,0
"87",2021-02-22,"51 a 60","F","AstraZeneca","Público",3,0,NA,0
"88",2021-02-22,"51 a 60","F","Sputnik","Privado",79,3,NA,0
"89",2021-02-22,"51 a 60","F","Sputnik","Público",415,9,NA,0
"90",2021-02-22,"51 a 60","F","Sputnik","Público nacional",38,0,NA,0
"91",2021-02-22,"51 a 60","M","AstraZeneca","Público",9,0,NA,0
"92",2021-02-22,"51 a 60","M","Sputnik","Privado",39,2,NA,0
"93",2021-02-22,"51 a 60","M","Sputnik","Público",178,8,NA,0
"94",2021-02-22,"51 a 60","M","Sputnik","Público nacional",18,1,NA,0
"95",2021-02-22,"61 a 70","F","AstraZeneca","Público",33,0,NA,0
"96",2021-02-22,"61 a 70","F","Sputnik","Privado",29,0,NA,0
"97",2021-02-22,"61 a 70","F","Sputnik","Público",234,0,NA,0
"98",2021-02-22,"61 a 70","F","Sputnik","Público nacional",18,0,NA,0
"99",2021-02-22,"61 a 70","M","AstraZeneca","Público",152,0,NA,0
"100",2021-02-22,"61 a 70","M","Sputnik","Privado",25,0,NA,0
"101",2021-02-22,"61 a 70","M","Sputnik","Público",128,0,NA,0
"102",2021-02-22,"61 a 70","M","Sputnik","Público nacional",7,0,NA,0
"103",2021-02-22,"71 a 80","F","AstraZeneca","Público",436,0,NA,0
"104",2021-02-22,"71 a 80","F","Sputnik","Privado",5,0,NA,0
"105",2021-02-22,"71 a 80","F","Sputnik","Público",93,0,NA,0
"106",2021-02-22,"71 a 80","M","AstraZeneca","Público",320,0,NA,0
"107",2021-02-22,"71 a 80","M","Sputnik","Privado",10,0,NA,0
"108",2021-02-22,"71 a 80","M","Sputnik","Público",63,0,NA,0
"109",2021-02-22,"71 a 80","M","Sputnik","Público nacional",2,0,NA,0
"110",2021-02-22,"81 a 90","F","AstraZeneca","Privado",5,0,NA,0
"111",2021-02-22,"81 a 90","F","AstraZeneca","Público",2399,0,NA,0
"112",2021-02-22,"81 a 90","F","Sputnik","Privado",1,0,NA,0
"113",2021-02-22,"81 a 90","F","Sputnik","Público",8,0,NA,0
"114",2021-02-22,"81 a 90","M","AstraZeneca","Público",1461,0,NA,0
"115",2021-02-22,"81 a 90","M","Sputnik","Público",16,0,NA,0
"116",2021-02-22,"91 o mas","F","AstraZeneca","Público",426,0,NA,0
"117",2021-02-22,"91 o mas","M","AstraZeneca","Público",165,0,NA,0
"118",2021-02-22,"91 o mas","M","AstraZeneca","Público nacional",1,0,NA,0
"119",2021-02-22,"91 o mas","M","Sputnik","Público",2,0,NA,0
"120",2021-02-23,"30 o menos","F","AstraZeneca","Público",15,0,NA,0
"121",2021-02-23,"30 o menos","F","Sputnik","Privado",104,16,NA,0
"122",2021-02-23,"30 o menos","F","Sputnik","Público",306,56,NA,0
"123",2021-02-23,"30 o menos","F","Sputnik","Público nacional",28,5,NA,0
"124",2021-02-23,"30 o menos","M","AstraZeneca","Público",1,0,NA,0
"125",2021-02-23,"30 o menos","M","Sputnik","Privado",81,9,NA,0
"126",2021-02-23,"30 o menos","M","Sputnik","Público",118,22,NA,0
"127",2021-02-23,"30 o menos","M","Sputnik","Público nacional",15,5,NA,0
"128",2021-02-23,"31 a 40","F","AstraZeneca","Privado",1,0,NA,0
"129",2021-02-23,"31 a 40","F","AstraZeneca","Público",8,0,NA,0
"130",2021-02-23,"31 a 40","F","Sputnik","Privado",226,19,NA,0
"131",2021-02-23,"31 a 40","F","Sputnik","Público",630,135,NA,0
"132",2021-02-23,"31 a 40","F","Sputnik","Público nacional",67,11,NA,0
"133",2021-02-23,"31 a 40","M","AstraZeneca","Público",1,0,NA,0
"134",2021-02-23,"31 a 40","M","Sputnik","Privado",104,21,NA,0
"135",2021-02-23,"31 a 40","M","Sputnik","Público",219,55,NA,0
"136",2021-02-23,"31 a 40","M","Sputnik","Público nacional",40,5,NA,0
"137",2021-02-23,"41 a 50","F","AstraZeneca","Público",8,0,NA,0
"138",2021-02-23,"41 a 50","F","Sputnik","Privado",164,19,NA,0
"139",2021-02-23,"41 a 50","F","Sputnik","Público",596,160,NA,0
"140",2021-02-23,"41 a 50","F","Sputnik","Público nacional",40,16,NA,0
"141",2021-02-23,"41 a 50","M","AstraZeneca","Público",2,0,NA,0
"142",2021-02-23,"41 a 50","M","Sputnik","Privado",76,6,NA,0
"143",2021-02-23,"41 a 50","M","Sputnik","Público",227,72,NA,0
"144",2021-02-23,"41 a 50","M","Sputnik","Público nacional",34,9,NA,0
"145",2021-02-23,"51 a 60","F","AstraZeneca","Público",2,0,NA,0
"146",2021-02-23,"51 a 60","F","Sputnik","Privado",86,9,NA,0
"147",2021-02-23,"51 a 60","F","Sputnik","Público",448,209,NA,0
"148",2021-02-23,"51 a 60","F","Sputnik","Público nacional",34,13,NA,0
"149",2021-02-23,"51 a 60","M","AstraZeneca","Privado",2,0,NA,NA
"150",2021-02-23,"51 a 60","M","AstraZeneca","Público",2,0,NA,0
"151",2021-02-23,"51 a 60","M","Sputnik","Privado",56,3,NA,0
"152",2021-02-23,"51 a 60","M","Sputnik","Público",191,90,NA,0
"153",2021-02-23,"51 a 60","M","Sputnik","Público nacional",16,3,NA,0
"154",2021-02-23,"61 a 70","F","AstraZeneca","Público",8,0,NA,0
"155",2021-02-23,"61 a 70","F","Sputnik","Privado",27,2,NA,0
"156",2021-02-23,"61 a 70","F","Sputnik","Público",239,310,NA,0
"157",2021-02-23,"61 a 70","F","Sputnik","Público nacional",9,18,NA,0
"158",2021-02-23,"61 a 70","M","AstraZeneca","Público",9,0,NA,0
"159",2021-02-23,"61 a 70","M","Sputnik","Privado",27,9,NA,0
"160",2021-02-23,"61 a 70","M","Sputnik","Público",161,245,NA,0
"161",2021-02-23,"61 a 70","M","Sputnik","Público nacional",8,19,NA,0
"162",2021-02-23,"71 a 80","F","AstraZeneca","Privado",1,0,NA,0
"163",2021-02-23,"71 a 80","F","AstraZeneca","Público",413,0,NA,0
"164",2021-02-23,"71 a 80","F","Sputnik","Privado",1,0,NA,0
"165",2021-02-23,"71 a 80","F","Sputnik","Público",50,29,NA,0
"166",2021-02-23,"71 a 80","M","AstraZeneca","Público",257,0,NA,0
"167",2021-02-23,"71 a 80","M","Sputnik","Privado",7,2,NA,0
"168",2021-02-23,"71 a 80","M","Sputnik","Público",54,33,NA,0
"169",2021-02-23,"71 a 80","M","Sputnik","Público nacional",2,1,NA,0
"170",2021-02-23,"81 a 90","F","AstraZeneca","Privado",1,0,NA,0
"171",2021-02-23,"81 a 90","F","AstraZeneca","Público",2403,0,NA,0
"172",2021-02-23,"81 a 90","F","Sputnik","Público",13,1,NA,0
"173",2021-02-23,"81 a 90","M","AstraZeneca","Privado",2,0,NA,0
"174",2021-02-23,"81 a 90","M","AstraZeneca","Público",1452,0,NA,0
"175",2021-02-23,"81 a 90","M","Sputnik","Público",12,4,NA,0
"176",2021-02-23,"81 a 90","M","Sputnik","Público nacional",1,0,NA,0
"177",2021-02-23,"91 o mas","F","AstraZeneca","Privado",1,0,NA,0
"178",2021-02-23,"91 o mas","F","AstraZeneca","Público",434,0,NA,0
"179",2021-02-23,"91 o mas","F","Sputnik","Público",1,0,NA,0
"180",2021-02-23,"91 o mas","M","AstraZeneca","Público",176,0,NA,0
"181",2021-02-23,"91 o mas","M","Sputnik","Público",1,1,NA,0
"182",2021-02-24,"30 o menos","F","AstraZeneca","Privado",2,0,NA,0
"183",2021-02-24,"30 o menos","F","AstraZeneca","Público",9,0,NA,0
"184",2021-02-24,"30 o menos","F","Sputnik","Privado",122,40,NA,0
"185",2021-02-24,"30 o menos","F","Sputnik","Público",218,49,NA,0
"186",2021-02-24,"30 o menos","F","Sputnik","Público nacional",13,11,NA,0
"187",2021-02-24,"30 o menos","M","AstraZeneca","Público",4,0,NA,0
"188",2021-02-24,"30 o menos","M","Sputnik","Privado",69,22,NA,0
"189",2021-02-24,"30 o menos","M","Sputnik","Público",135,23,NA,0
"190",2021-02-24,"30 o menos","M","Sputnik","Público nacional",4,1,NA,0
"191",2021-02-24,"31 a 40","F","AstraZeneca","Privado",1,0,NA,0
"192",2021-02-24,"31 a 40","F","AstraZeneca","Público",11,0,NA,0
"193",2021-02-24,"31 a 40","F","Sputnik","Privado",258,76,NA,0
"194",2021-02-24,"31 a 40","F","Sputnik","Público",499,152,NA,0
"195",2021-02-24,"31 a 40","F","Sputnik","Público nacional",38,19,NA,0
"196",2021-02-24,"31 a 40","M","AstraZeneca","Privado",1,0,NA,0
"197",2021-02-24,"31 a 40","M","AstraZeneca","Público",6,0,NA,0
"198",2021-02-24,"31 a 40","M","Sputnik","Privado",133,60,NA,0
"199",2021-02-24,"31 a 40","M","Sputnik","Público",239,81,NA,0
"200",2021-02-24,"31 a 40","M","Sputnik","Público nacional",24,10,NA,0
"201",2021-02-24,"41 a 50","F","AstraZeneca","Privado",5,0,NA,0
"202",2021-02-24,"41 a 50","F","AstraZeneca","Público",8,0,NA,0
"203",2021-02-24,"41 a 50","F","Sputnik","Privado",225,64,NA,0
"204",2021-02-24,"41 a 50","F","Sputnik","Público",444,176,NA,0
"205",2021-02-24,"41 a 50","F","Sputnik","Público nacional",27,19,NA,0
"206",2021-02-24,"41 a 50","M","AstraZeneca","Privado",1,0,NA,0
"207",2021-02-24,"41 a 50","M","AstraZeneca","Público",3,0,NA,0
"208",2021-02-24,"41 a 50","M","Sputnik","Privado",124,18,NA,0
"209",2021-02-24,"41 a 50","M","Sputnik","Público",198,85,NA,0
"210",2021-02-24,"41 a 50","M","Sputnik","Público nacional",9,9,NA,0
"211",2021-02-24,"51 a 60","F","AstraZeneca","Público",6,0,NA,0
"212",2021-02-24,"51 a 60","F","Sputnik","Privado",123,24,NA,0
"213",2021-02-24,"51 a 60","F","Sputnik","Público",363,199,NA,0
"214",2021-02-24,"51 a 60","F","Sputnik","Público nacional",16,21,NA,0
"215",2021-02-24,"51 a 60","M","AstraZeneca","Público",4,0,NA,0
"216",2021-02-24,"51 a 60","M","Sputnik","Privado",65,13,NA,0
"217",2021-02-24,"51 a 60","M","Sputnik","Público",138,90,NA,0
"218",2021-02-24,"51 a 60","M","Sputnik","Público nacional",3,15,NA,0
"219",2021-02-24,"61 a 70","F","AstraZeneca","Privado",1,0,NA,0
"220",2021-02-24,"61 a 70","F","AstraZeneca","Público",29,0,NA,0
"221",2021-02-24,"61 a 70","F","Sputnik","Privado",37,9,NA,0
"222",2021-02-24,"61 a 70","F","Sputnik","Público",179,231,NA,0
"223",2021-02-24,"61 a 70","F","Sputnik","Público nacional",4,16,NA,0
"224",2021-02-24,"61 a 70","M","AstraZeneca","Público",31,0,NA,0
"225",2021-02-24,"61 a 70","M","Sputnik","Privado",32,12,NA,0
"226",2021-02-24,"61 a 70","M","Sputnik","Público",93,199,NA,0
"227",2021-02-24,"61 a 70","M","Sputnik","Público nacional",5,13,NA,0
"228",2021-02-24,"71 a 80","F","AstraZeneca","Privado",75,0,NA,0
"229",2021-02-24,"71 a 80","F","AstraZeneca","Público",434,0,NA,0
"230",2021-02-24,"71 a 80","F","Sputnik","Privado",8,0,NA,0
"231",2021-02-24,"71 a 80","F","Sputnik","Público",72,27,NA,0
"232",2021-02-24,"71 a 80","F","Sputnik","Público nacional",1,0,NA,0
"233",2021-02-24,"71 a 80","M","AstraZeneca","Privado",54,0,NA,0
"234",2021-02-24,"71 a 80","M","AstraZeneca","Público",249,0,NA,0
"235",2021-02-24,"71 a 80","M","Sputnik","Privado",13,3,NA,0
"236",2021-02-24,"71 a 80","M","Sputnik","Público",50,30,NA,0
"237",2021-02-24,"71 a 80","M","Sputnik","Público nacional",1,0,NA,0
"238",2021-02-24,"81 a 90","F","AstraZeneca","Privado",263,0,NA,0
"239",2021-02-24,"81 a 90","F","AstraZeneca","Público",2482,0,NA,0
"240",2021-02-24,"81 a 90","F","Sputnik","Público",3,2,NA,0
"241",2021-02-24,"81 a 90","M","AstraZeneca","Privado",166,0,NA,0
"242",2021-02-24,"81 a 90","M","AstraZeneca","Público",1341,0,NA,0
"243",2021-02-24,"81 a 90","M","Sputnik","Privado",1,1,NA,0
"244",2021-02-24,"81 a 90","M","Sputnik","Público",10,2,NA,0
"245",2021-02-24,"91 o mas","F","AstraZeneca","Privado",29,0,NA,0
"246",2021-02-27,"81 a 90","F","AstraZeneca","Privado",172,0,NA,0
"247",2021-02-27,"81 a 90","F","AstraZeneca","Público",137,0,NA,0
"248",2021-02-27,"81 a 90","F","Sputnik","Público",3,0,NA,0
"249",2021-02-27,"81 a 90","M","AstraZeneca","Privado",78,0,NA,0
"250",2021-02-27,"81 a 90","M","AstraZeneca","Público",18,0,NA,0
"251",2021-02-27,"81 a 90","M","Sputnik","Público",7,0,NA,0
"252",2021-02-27,"91 o mas","F","AstraZeneca","Privado",35,0,NA,0
"253",2021-02-27,"91 o mas","F","AstraZeneca","Público",99,0,NA,0
"254",2021-02-27,"91 o mas","M","AstraZeneca","Privado",12,0,NA,0
"255",2021-02-27,"91 o mas","M","AstraZeneca","Público",3,0,NA,0
"256",2021-02-28,"30 o menos","F","Sputnik","Privado",3,4,NA,0
"257",2021-02-28,"30 o menos","F","Sputnik","Público",7,2,NA,0
"258",2021-02-28,"30 o menos","F","Sputnik","Público nacional",0,1,NA,0
"259",2021-02-28,"30 o menos","M","Sputnik","Privado",1,2,NA,0
"260",2021-02-28,"30 o menos","M","Sputnik","Público",3,5,NA,0
"261",2021-02-28,"30 o menos","M","Sputnik","Público nacional",1,3,NA,0
"262",2021-02-28,"31 a 40","F","Sputnik","Privado",5,13,NA,0
"263",2021-02-28,"31 a 40","F","Sputnik","Público",10,25,NA,0
"264",2021-02-28,"31 a 40","F","Sputnik","Público nacional",1,4,NA,0
"265",2021-02-28,"31 a 40","M","Sputnik","Privado",4,9,NA,0
"266",2021-02-28,"31 a 40","M","Sputnik","Público",6,6,NA,0
"267",2021-02-28,"31 a 40","M","Sputnik","Público nacional",2,3,NA,0
"268",2021-02-28,"41 a 50","F","Sinopharm","Público",1,0,NA,0
"269",2021-02-28,"41 a 50","F","Sputnik","Privado",2,6,NA,0
"270",2021-02-28,"41 a 50","F","Sputnik","Público",6,9,NA,0
"271",2021-02-28,"41 a 50","F","Sputnik","Público nacional",5,6,NA,0
"272",2021-02-28,"41 a 50","M","Sputnik","Privado",1,6,NA,0
"273",2021-02-28,"41 a 50","M","Sputnik","Público",2,4,NA,0
"274",2021-02-28,"41 a 50","M","Sputnik","Público nacional",1,3,NA,0
"275",2021-02-28,"51 a 60","F","AstraZeneca","Público",1,0,NA,0
"276",2021-02-28,"51 a 60","F","Sputnik","Privado",1,2,NA,0
"277",2021-02-28,"51 a 60","F","Sputnik","Público",6,4,NA,0
"278",2021-02-28,"51 a 60","F","Sputnik","Público nacional",0,4,NA,0
"279",2021-02-28,"51 a 60","M","AstraZeneca","Privado",1,0,NA,0
"280",2021-02-28,"51 a 60","M","Sputnik","Público",2,7,NA,0
"281",2021-02-28,"51 a 60","M","Sputnik","Público nacional",2,1,NA,0
"282",2021-02-28,"61 a 70","F","AstraZeneca","Público",15,0,NA,0
"283",2021-02-28,"61 a 70","F","Sputnik","Privado",1,0,NA,0
"284",2021-02-28,"61 a 70","F","Sputnik","Público",13,5,NA,0
"285",2021-02-28,"61 a 70","M","AstraZeneca","Público",18,0,NA,0
"286",2021-02-28,"61 a 70","M","Sputnik","Privado",1,4,NA,0
"287",2021-02-28,"61 a 70","M","Sputnik","Público",7,6,NA,0
"288",2021-02-28,"71 a 80","F","AstraZeneca","Privado",4,0,NA,0
"289",2021-02-28,"71 a 80","F","AstraZeneca","Público",34,0,NA,0
"290",2021-02-28,"71 a 80","M","AstraZeneca","Público",13,0,NA,0
"291",2021-02-28,"71 a 80","M","Sputnik","Privado",0,1,NA,0
"292",2021-02-28,"71 a 80","M","Sputnik","Público",1,0,NA,0
"293",2021-02-28,"81 a 90","F","AstraZeneca","Privado",12,0,NA,0
"294",2021-02-28,"81 a 90","F","AstraZeneca","Público",79,0,NA,0
"295",2021-02-28,"81 a 90","F","Sputnik","Público",1,0,NA,0
"296",2021-02-28,"81 a 90","M","AstraZeneca","Privado",9,0,NA,0
"297",2021-02-28,"81 a 90","M","AstraZeneca","Público",15,0,NA,0
"298",2021-02-28,"81 a 90","M","Sputnik","Público",1,0,NA,0
"299",2021-02-28,"91 o mas","F","AstraZeneca","Privado",2,0,NA,0
"300",2021-02-28,"91 o mas","F","AstraZeneca","Público",60,0,NA,0
"301",2021-02-28,"91 o mas","M","AstraZeneca","Público",5,0,NA,0
"302",2021-03-01,"30 o menos","F","AstraZeneca","Privado",2,0,NA,0
"303",2021-03-01,"30 o menos","F","AstraZeneca","Público",6,0,NA,0
"304",2021-03-01,"30 o menos","F","Sputnik","Privado",65,30,NA,0
"305",2021-03-01,"30 o menos","F","Sputnik","Público",66,46,NA,0
"306",2021-03-01,"30 o menos","F","Sputnik","Público nacional",3,16,NA,0
"307",2021-03-01,"30 o menos","M","AstraZeneca","Privado",1,0,NA,0
"308",2021-03-01,"30 o menos","M","AstraZeneca","Público",1,0,NA,0
"309",2021-03-01,"30 o menos","M","Sputnik","Privado",43,4,NA,0
"310",2021-03-01,"30 o menos","M","Sputnik","Público",22,24,NA,0
"311",2021-03-01,"30 o menos","M","Sputnik","Público nacional",7,9,NA,0
"312",2021-03-01,"31 a 40","F","AstraZeneca","Privado",1,0,NA,0
"313",2021-03-01,"31 a 40","F","AstraZeneca","Público",4,0,NA,0
"314",2021-03-01,"31 a 40","F","Sputnik","Privado",124,55,NA,0
"315",2021-03-01,"31 a 40","F","Sputnik","Público",176,123,NA,0
"316",2021-03-01,"31 a 40","F","Sputnik","Público nacional",7,40,NA,0
"317",2021-03-01,"31 a 40","M","AstraZeneca","Privado",1,0,NA,0
"318",2021-03-01,"31 a 40","M","AstraZeneca","Público",2,0,NA,0
"319",2021-03-01,"31 a 40","M","Sputnik","Privado",82,24,NA,0
"320",2021-03-01,"31 a 40","M","Sputnik","Público",84,43,NA,0
"321",2021-03-01,"31 a 40","M","Sputnik","Público nacional",3,24,NA,0
"322",2021-03-01,"41 a 50","F","AstraZeneca","Privado",1,0,NA,0
"323",2021-03-01,"41 a 50","F","AstraZeneca","Público",6,0,NA,0
"324",2021-03-01,"41 a 50","F","Sputnik","Privado",69,32,NA,0
"325",2021-03-01,"41 a 50","F","Sputnik","Público",147,108,NA,0
"326",2021-03-01,"41 a 50","F","Sputnik","Público nacional",10,25,NA,0
"327",2021-03-01,"41 a 50","M","Sputnik","Privado",50,23,NA,0
"328",2021-03-01,"41 a 50","M","Sputnik","Público",75,60,NA,0
"329",2021-03-01,"41 a 50","M","Sputnik","Público nacional",5,11,NA,0
"330",2021-03-01,"51 a 60","F","AstraZeneca","Público",2,0,NA,0
"331",2021-03-01,"51 a 60","F","Sputnik","Privado",56,16,NA,0
"332",2021-03-01,"51 a 60","F","Sputnik","Público",163,115,NA,0
"333",2021-03-01,"51 a 60","F","Sputnik","Público nacional",5,26,NA,0
"334",2021-03-01,"51 a 60","M","AstraZeneca","Público",4,0,NA,0
"335",2021-03-01,"51 a 60","M","Sputnik","Privado",27,3,NA,0
"336",2021-03-01,"51 a 60","M","Sputnik","Público",73,42,NA,0
"337",2021-03-01,"51 a 60","M","Sputnik","Público nacional",2,14,NA,0
"338",2021-03-01,"61 a 70","F","AstraZeneca","Público",12,0,NA,0
"339",2021-03-01,"61 a 70","F","Sputnik","Privado",17,3,NA,0
"340",2021-03-01,"61 a 70","F","Sputnik","Público",122,76,NA,0
"341",2021-03-01,"61 a 70","F","Sputnik","Público nacional",1,20,NA,0
"342",2021-03-01,"61 a 70","M","AstraZeneca","Privado",1,0,NA,0
"343",2021-03-01,"61 a 70","M","AstraZeneca","Público",24,0,NA,0
"344",2021-03-01,"61 a 70","M","Sputnik","Privado",14,2,NA,0
"345",2021-03-01,"61 a 70","M","Sputnik","Público",66,70,NA,0
"346",2021-03-01,"61 a 70","M","Sputnik","Público nacional",1,15,NA,0
"347",2021-03-01,"71 a 80","F","AstraZeneca","Privado",85,0,NA,0
"348",2021-03-01,"71 a 80","F","AstraZeneca","Público",411,0,NA,0
"349",2021-03-01,"71 a 80","F","Sputnik","Privado",1,0,NA,0
"350",2021-03-01,"71 a 80","F","Sputnik","Público",51,10,NA,0
"351",2021-03-01,"71 a 80","F","Sputnik","Público nacional",1,1,NA,0
"352",2021-03-01,"71 a 80","M","AstraZeneca","Privado",52,0,NA,0
"353",2021-03-01,"71 a 80","M","AstraZeneca","Público",266,0,NA,0
"354",2021-03-01,"71 a 80","M","Sputnik","Privado",6,1,NA,0
"355",2021-03-01,"71 a 80","M","Sputnik","Público",24,8,NA,0
"356",2021-03-01,"71 a 80","M","Sputnik","Público nacional",0,1,NA,0
"357",2021-03-01,"81 a 90","F","AstraZeneca","Privado",597,0,NA,0
"358",2021-03-01,"81 a 90","F","AstraZeneca","Público",2596,0,NA,0
